question_id,category,subcategory,question,options_json,answer,contexts_json
1656,environmental_interaction,environmental_interaction,Who was the last person to use the suitcase on DAY6?,"[""Lucia"", ""Tasha"", ""Shure"", ""Alice"", ""Jake""]",Alice,"[""DAY6 10:02:35 - 10:02:36, Alice: My room has a suitcase."", ""DAY6 10:06:33 - 10:06:34, Jake: Then I closed the suitcase."", ""DAY6 10:06:34 - 10:06:36, Jake: I lifted the suitcase again."", ""DAY6 10:06:36 - 10:06:38, Jake: I organized my suitcase."", ""DAY6 10:06:42 - 10:06:44, Jake: Then I organized my clothes and closed the suitcase."", ""DAY6 10:06:44 - 10:06:46, Jake: Then I pushed the suitcase."", ""DAY6 10:06:50 - 10:06:51, Jake: Put the backpack on top of the suitcase."", ""DAY6 11:45:56 - 11:45:57, Alice: Let me take a look at my suitcase on the ground."", ""DAY6 11:54:12 - 11:54:13, Tasha: I walked over to the suitcase."", ""DAY6 11:54:15 - 11:54:17, Tasha: I opened the suitcase."", ""DAY6 11:54:17 - 11:54:19, Tasha: I stuffed the clothes into the suitcase."", ""DAY6 12:00:46 - 12:00:49, Alice: I took a few steps and put the bag in the suitcase."", ""DAY6 12:00:49 - 12:00:51, Alice: Then I stuffed this bag of things into the suitcase."", ""DAY6 12:00:51 - 12:00:54, Alice: I close the suitcase."", ""DAY6 12:01:02 - 12:01:04, Alice: I threw the tissue on the suitcase."", ""DAY6 12:03:57 - 12:03:58, Lucia: I moved my suitcase a bit."", ""DAY6 12:08:35 - 12:08:36, Tasha: Then I opened the suitcase."", ""DAY6 12:08:36 - 12:08:38, Tasha: Stuffed into the suitcase."", ""DAY6 12:08:44 - 12:08:45, Tasha: Then it was placed on the suitcase."", ""DAY6 12:12:26 - 12:12:27, Alice: I opened the suitcase."", ""DAY6 12:12:29 - 12:12:30, Alice: I close the suitcase."", ""DAY6 12:12:30 - 12:12:32, Alice: I put the tape on the suitcase."", ""DAY6 12:12:40 - 12:12:42, Alice: I put them all on the suitcase."", ""DAY6 12:12:49 - 12:12:50, Alice: He placed it on the suitcase."", ""DAY6 12:18:26 - 12:18:26, Alice: Look at my suitcase."", ""DAY6 12:19:39 - 12:19:42, Alice: I pressed the suitcase switch."", ""DAY6 12:20:56 - 12:20:57, Alice: I am looking at the suitcase over there."", ""DAY6 12:21:00 - 12:21:01, Alice: I am looking at the suitcase."", ""DAY6 12:22:28 - 12:22:30, Tasha: Put it on my suitcase."", ""DAY6 12:22:48 - 12:22:50, Jake: Then I lifted the suitcase with my right hand."", ""DAY6 12:33:52 - 12:33:54, Shure: Then open the suitcase."", ""DAY6 12:33:54 - 12:33:57, Shure: I am preparing to put the pants in the suitcase."", ""DAY6 12:33:57 - 12:33:59, Shure: Then I put it in the suitcase."", ""DAY6 12:41:52 - 12:41:53, Shure: I opened the suitcase."", ""DAY6 12:41:53 - 12:41:55, Shure: Put it in the suitcase."", ""DAY6 12:52:23 - 12:52:24, Shure: I opened the suitcase."", ""DAY6 12:52:25 - 12:52:26, Shure: Close the suitcase."", ""DAY6 13:09:31 - 13:09:33, Alice: I am looking at my suitcase."", ""DAY6 13:18:37 - 13:18:40, Lucia: I pulled my suitcase."", ""DAY6 13:18:42 - 13:18:44, Lucia: I pushed the suitcase back to its original position."", ""DAY6 15:22:21 - 15:22:22, Katrina: Put it on the suitcase."", ""DAY6 15:22:57 - 15:22:59, Katrina: I put it on the suitcase."", ""DAY6 15:29:05 - 15:29:06, Alice: My friend opened my suitcase."", ""DAY6 15:29:07 - 15:29:08, Alice: He opened my suitcase and I pointed."", ""DAY6 15:29:08 - 15:29:10, Alice: My friend opened my suitcase."", ""DAY6 15:31:13 - 15:31:14, Alice: I put the tape on the suitcase."", ""DAY6 15:32:32 - 15:32:34, Katrina: Put it in the bag on the suitcase."", ""DAY6 16:04:42 - 16:04:44, Shure: Then there is a suitcase next to it."", ""DAY6 16:10:00 - 16:10:01, Katrina: Take a look at my suitcase."", ""DAY6 16:10:57 - 16:11:00, Jake: Then many people are carrying suitcases."", ""DAY6 16:12:04 - 16:12:05, Katrina: I walked over to the suitcase."", ""DAY6 16:12:05 - 16:12:06, Katrina: Then place it on the bag next to the suitcase."", ""DAY6 16:21:49 - 16:21:51, Katrina: I put it on the suitcase."", ""DAY6 16:45:40 - 16:45:41, Tasha: I opened the suitcase."", ""DAY6 16:46:03 - 16:46:05, Tasha: I am rummaging through my suitcase."", ""DAY6 16:46:05 - 16:46:08, Tasha: My suitcase is very messy."", ""DAY6 16:46:08 - 16:46:11, Tasha: Then I prepared to close the suitcase."", ""DAY6 17:43:15 - 17:43:17, Alice: I close the suitcase."", ""DAY6 17:43:17 - 17:43:19, Alice: I am holding onto the suitcase."", ""DAY6 17:43:18 - 17:43:20, Alice: I am pushing the suitcase."", ""DAY6 17:43:20 - 17:43:21, Alice: I close the suitcase.""]"
1657,environmental_interaction,environmental_interaction,Who was the last person to use the suitcase before 1PM on DAY7?,"[""Alice"", ""Tasha"", ""Lucia"", ""Jake"", ""Katrina""]",Alice,"[""DAY7 12:31:48 - 12:31:49, Alice: I looked at the suitcase."", ""DAY7 12:31:55 - 12:31:56, Alice: I opened the suitcase."", ""DAY7 12:31:57 - 12:31:58, Alice: I threw all my clothes in the suitcase."", ""DAY7 12:32:21 - 12:32:24, Alice: I turned around and closed the suitcase."", ""DAY7 12:32:24 - 12:32:27, Alice: I am closing the suitcase, I am squeezing the suitcase."", ""DAY7 12:32:28 - 12:32:30, Alice: I close the suitcase and I speak.""]"
1658,environmental_interaction,environmental_interaction,When was the first time tablecloth was used on DAY5?,"[""7 PM"", ""6 PM"", ""8 PM"", ""5 PM"", ""9 PM""]",6 PM,"[""DAY5 18:27:46 - 18:27:49, Alice: I took out the tablecloth inside."", ""DAY5 18:27:52 - 18:27:54, Alice: I straightened the tablecloth."", ""DAY5 18:28:03 - 18:28:08, Alice: I am adjusting the position of the tablecloth."", ""DAY5 18:28:09 - 18:28:20, Alice: I continue to adjust the position of the tablecloth."", ""DAY5 18:32:58 - 18:33:00, Alice: I straightened the tablecloth."", ""DAY5 18:34:25 - 18:34:27, Alice: The tablecloth was knocked off by me."", ""DAY5 18:34:48 - 18:34:51, Alice: Pick up the tablecloth."", ""DAY5 18:34:52 - 18:34:55, Alice: Spread the tablecloth nicely."", ""DAY5 20:59:23 - 20:59:27, Alice: I have a sticker in my hand, and I hid one sticker under the tablecloth."", ""DAY5 21:00:23 - 21:00:25, Alice: I lifted a corner of the tablecloth to show them the stickers I had hidden.""]"
1659,environmental_interaction,environmental_interaction,Who used tablecloth the most on DAY2?,"[""Lucia"", ""Katrina"", ""Jake"", ""Alice"", ""Tasha""]",Lucia,"[""DAY2 17:37:55 - 17:37:56, Lucia: This tablecloth."", ""DAY2 21:56:23 - 21:56:24, Lucia: Such a tablecloth."", ""DAY2 21:56:40 - 21:56:42, Lucia: Such a tablecloth."", ""DAY2 22:22:20 - 22:22:28, Lucia: A wide variety of tablecloths.""]"
1660,environmental_interaction,environmental_interaction,Who used the tablecloth the most on DAY7?,"[""Jake"", ""Tasha"", ""Katrina"", ""Lucia"", ""Alice""]",Lucia,"[""DAY7 13:47:47 - 13:47:49, Lucia: I lifted the tablecloth."", ""DAY7 13:48:35 - 13:48:38, Lucia: I pulled down the tablecloth."", ""DAY7 14:22:34 - 14:22:37, Katrina: The pattern of this tablecloth is red and white checkered."", ""DAY7 15:12:02 - 15:12:03, Lucia: I pulled open the tablecloth."", ""DAY7 15:14:47 - 15:14:48, Lucia: I lifted the tablecloth."", ""DAY7 15:14:51 - 15:14:53, Lucia: I took a look at this tablecloth."", ""DAY7 15:29:57 - 15:30:00, Lucia: I took down this tablecloth."", ""DAY7 15:30:01 - 15:30:02, Lucia: The tablecloth is really beautiful."", ""DAY7 15:30:04 - 15:30:05, Lucia: I spread out this tablecloth."", ""DAY7 15:31:12 - 15:31:15, Lucia: Take the tablecloth and place it on the wooden board.""]"
1661,environmental_interaction,environmental_interaction,How many people used tablecloth on DAY2?,"[""1"", ""2"", ""5"", ""4"", ""3""]",2,"[""DAY2 17:37:55 - 17:37:56, Lucia: This tablecloth."", ""DAY2 21:56:23 - 21:56:24, Lucia: Such a tablecloth."", ""DAY2 21:56:40 - 21:56:42, Lucia: Such a tablecloth."", ""DAY2 22:22:20 - 22:22:28, Lucia: A wide variety of tablecloths.""]"
1662,environmental_interaction,environmental_interaction,How many people used the tablecloth on DAY5?,"[""1"", ""0"", ""4"", ""2"", ""3""]",1,"[""DAY5 18:27:46 - 18:27:49, Alice: I took out the tablecloth inside."", ""DAY5 18:27:52 - 18:27:54, Alice: I straightened the tablecloth."", ""DAY5 18:28:03 - 18:28:08, Alice: I am adjusting the position of the tablecloth."", ""DAY5 18:28:09 - 18:28:20, Alice: I continue to adjust the position of the tablecloth."", ""DAY5 18:32:58 - 18:33:00, Alice: I straightened the tablecloth."", ""DAY5 18:34:25 - 18:34:27, Alice: The tablecloth was knocked off by me."", ""DAY5 18:34:48 - 18:34:51, Alice: Pick up the tablecloth."", ""DAY5 18:34:52 - 18:34:55, Alice: Spread the tablecloth nicely."", ""DAY5 20:59:23 - 20:59:27, Alice: I have a sticker in my hand, and I hid one sticker under the tablecloth."", ""DAY5 21:00:23 - 21:00:25, Alice: I lifted a corner of the tablecloth to show them the stickers I had hidden.""]"
1663,environmental_interaction,environmental_interaction,How many people used the tablecloth on DAY6?,"[""0"", ""1"", ""4"", ""2"", ""3""]",2,"[""DAY6 10:49:18 - 10:49:19, Alice: I discussed the tablecloth with Lucia."", ""DAY6 10:49:19 - 10:49:24, Alice: I asked what color Lucia's tablecloth is."", ""DAY6 10:49:24 - 10:49:30, Alice: I continue to talk with Lucia about the tablecloth."", ""DAY6 11:10:34 - 11:10:38, Alice: I touched the tablecloth on Lucia's bedside table."", ""DAY6 14:51:41 - 14:51:43, Lucia: I lifted the tablecloth again."", ""DAY6 16:22:27 - 16:22:30, Lucia: I tidied up the tablecloth a bit.""]"
1664,environmental_interaction,environmental_interaction,How many people used the tablecloth on DAY7?,"[""0"", ""1"", ""2"", ""3"", ""4""]",1,"[""DAY7 13:47:47 - 13:47:49, Lucia: I lifted the tablecloth."", ""DAY7 13:48:35 - 13:48:38, Lucia: I pulled down the tablecloth."", ""DAY7 14:22:34 - 14:22:37, Katrina: The pattern of this tablecloth is red and white checkered."", ""DAY7 15:12:02 - 15:12:03, Lucia: I pulled open the tablecloth."", ""DAY7 15:14:47 - 15:14:48, Lucia: I lifted the tablecloth."", ""DAY7 15:14:51 - 15:14:53, Lucia: I took a look at this tablecloth."", ""DAY7 15:29:57 - 15:30:00, Lucia: I took down this tablecloth."", ""DAY7 15:30:01 - 15:30:02, Lucia: The tablecloth is really beautiful."", ""DAY7 15:30:04 - 15:30:05, Lucia: I spread out this tablecloth."", ""DAY7 15:31:12 - 15:31:15, Lucia: Take the tablecloth and place it on the wooden board.""]"
1665,environmental_interaction,environmental_interaction,Who was the last person to use the tablecloth on DAY2?,"[""Jake"", ""Lucia"", ""Katrina"", ""Tasha"", ""Alice""]",Lucia,"[""DAY2 17:37:55 - 17:37:56, Lucia: This tablecloth."", ""DAY2 21:56:23 - 21:56:24, Lucia: Such a tablecloth."", ""DAY2 21:56:40 - 21:56:42, Lucia: Such a tablecloth."", ""DAY2 22:22:20 - 22:22:28, Lucia: A wide variety of tablecloths.""]"
1666,environmental_interaction,environmental_interaction,Who was the last person to use the tablecloth on DAY5?,"[""Alice"", ""Lucia"", ""Tasha"", ""Katrina"", ""Jake""]",Alice,"[""DAY5 18:27:46 - 18:27:49, Alice: I took out the tablecloth inside."", ""DAY5 18:27:52 - 18:27:54, Alice: I straightened the tablecloth."", ""DAY5 18:28:03 - 18:28:08, Alice: I am adjusting the position of the tablecloth."", ""DAY5 18:28:09 - 18:28:20, Alice: I continue to adjust the position of the tablecloth."", ""DAY5 18:32:58 - 18:33:00, Alice: I straightened the tablecloth."", ""DAY5 18:34:25 - 18:34:27, Alice: The tablecloth was knocked off by me."", ""DAY5 18:34:48 - 18:34:51, Alice: Pick up the tablecloth."", ""DAY5 18:34:52 - 18:34:55, Alice: Spread the tablecloth nicely."", ""DAY5 20:59:23 - 20:59:27, Alice: I have a sticker in my hand, and I hid one sticker under the tablecloth."", ""DAY5 21:00:23 - 21:00:25, Alice: I lifted a corner of the tablecloth to show them the stickers I had hidden.""]"
1667,environmental_interaction,environmental_interaction,Who was the last person to use the tablecloth on DAY6?,"[""Tasha"", ""Alice"", ""Jake"", ""Katrina"", ""Lucia""]",Lucia,"[""DAY6 10:49:18 - 10:49:19, Alice: I discussed the tablecloth with Lucia."", ""DAY6 10:49:19 - 10:49:24, Alice: I asked what color Lucia's tablecloth is."", ""DAY6 10:49:24 - 10:49:30, Alice: I continue to talk with Lucia about the tablecloth."", ""DAY6 11:10:34 - 11:10:38, Alice: I touched the tablecloth on Lucia's bedside table."", ""DAY6 14:51:41 - 14:51:43, Lucia: I lifted the tablecloth again."", ""DAY6 16:22:27 - 16:22:30, Lucia: I tidied up the tablecloth a bit.""]"
1668,environmental_interaction,environmental_interaction,Who was the last person to use the tablecloth on DAY7?,"[""Alice"", ""Lucia"", ""Jake"", ""Tasha"", ""Katrina""]",Lucia,"[""DAY7 13:47:47 - 13:47:49, Lucia: I lifted the tablecloth."", ""DAY7 13:48:35 - 13:48:38, Lucia: I pulled down the tablecloth."", ""DAY7 14:22:34 - 14:22:37, Katrina: The pattern of this tablecloth is red and white checkered."", ""DAY7 15:12:02 - 15:12:03, Lucia: I pulled open the tablecloth."", ""DAY7 15:14:47 - 15:14:48, Lucia: I lifted the tablecloth."", ""DAY7 15:14:51 - 15:14:53, Lucia: I took a look at this tablecloth."", ""DAY7 15:29:57 - 15:30:00, Lucia: I took down this tablecloth."", ""DAY7 15:30:01 - 15:30:02, Lucia: The tablecloth is really beautiful."", ""DAY7 15:30:04 - 15:30:05, Lucia: I spread out this tablecloth."", ""DAY7 15:31:12 - 15:31:15, Lucia: Take the tablecloth and place it on the wooden board.""]"
1669,environmental_interaction,environmental_interaction,When was tablecloth used the most on DAY7?,"[""1:47 PM to 1:49 PM"", ""4:30 PM to 4:35 PM"", ""3:29 PM to 3:32 PM"", ""2:22 PM to 2:25 PM"", ""3:02 PM to 3:05 PM""]",3:29 PM to 3:32 PM,"[""DAY7 13:47:47 - 13:47:49, Lucia: I lifted the tablecloth."", ""DAY7 13:48:35 - 13:48:38, Lucia: I pulled down the tablecloth."", ""DAY7 14:22:34 - 14:22:37, Katrina: The pattern of this tablecloth is red and white checkered."", ""DAY7 15:12:02 - 15:12:03, Lucia: I pulled open the tablecloth."", ""DAY7 15:14:47 - 15:14:48, Lucia: I lifted the tablecloth."", ""DAY7 15:14:51 - 15:14:53, Lucia: I took a look at this tablecloth."", ""DAY7 15:29:57 - 15:30:00, Lucia: I took down this tablecloth."", ""DAY7 15:30:01 - 15:30:02, Lucia: The tablecloth is really beautiful."", ""DAY7 15:30:04 - 15:30:05, Lucia: I spread out this tablecloth."", ""DAY7 15:31:12 - 15:31:15, Lucia: Take the tablecloth and place it on the wooden board.""]"
1670,environmental_interaction,environmental_interaction,How many times tablecloth used on DAY3?,"[""4"", ""5"", ""1"", ""2"", ""3""]",1,"[""DAY3 12:06:50 - 12:06:55, Alice: I used my hand to brush off the cookie crumbs from the tablecloth.""]"
1671,environmental_interaction,environmental_interaction,When was the first time tripod was used on DAY3?,"[""7 PM"", ""8 PM"", ""9 PM"", ""11 PM"", ""10 PM""]",9 PM,"[""DAY3 21:31:49 - 21:31:51, Shure: I want to use a stone to weigh down his tripod."", ""DAY3 21:32:03 - 21:32:04, Shure: I want to insert the tripod of this lamp into the crevice of the stone."", ""DAY3 21:32:17 - 21:32:18, Shure: I bent down again to look at the lamp's tripod.""]"
1672,environmental_interaction,environmental_interaction,When was the first time tripod was used on DAY5?,"[""1 PM"", ""5 PM"", ""3 PM"", ""2 PM"", ""4 PM""]",3 PM,"[""DAY5 15:26:13 - 15:26:16, Katrina: Shure brought a tripod from the entrance and walked towards the kitchen."", ""DAY5 15:26:18 - 15:26:22, Katrina: Shure also walked into the living room with the tripod."", ""DAY5 15:26:32 - 15:26:33, Katrina: Shure walked towards the kitchen with the tripod."", ""DAY5 15:26:33 - 15:26:35, Katrina: Shure is walking back and forth in the kitchen with a tripod."", ""DAY5 15:26:43 - 15:26:44, Katrina: Shure is walking back and forth with the tripod."", ""DAY5 15:26:47 - 15:26:53, Katrina: Shure is standing in the kitchen playing with a tripod."", ""DAY5 15:27:13 - 15:27:15, Katrina: Playing with a tripod."", ""DAY5 15:27:30 - 15:27:32, Katrina: Shure put the tripod aside.""]"
1673,environmental_interaction,environmental_interaction,Who used tripod the most on DAY5?,"[""Tasha"", ""Alice"", ""Jake"", ""Lucia"", ""Shure""]",Shure,"[""DAY5 15:26:13 - 15:26:16, Katrina: Shure brought a tripod from the entrance and walked towards the kitchen."", ""DAY5 15:26:18 - 15:26:22, Katrina: Shure also walked into the living room with the tripod."", ""DAY5 15:26:32 - 15:26:33, Katrina: Shure walked towards the kitchen with the tripod."", ""DAY5 15:26:33 - 15:26:35, Katrina: Shure is walking back and forth in the kitchen with a tripod."", ""DAY5 15:26:43 - 15:26:44, Katrina: Shure is walking back and forth with the tripod."", ""DAY5 15:26:47 - 15:26:53, Katrina: Shure is standing in the kitchen playing with a tripod."", ""DAY5 15:27:13 - 15:27:15, Katrina: Playing with a tripod."", ""DAY5 15:27:30 - 15:27:32, Katrina: Shure put the tripod aside.""]"
1674,environmental_interaction,environmental_interaction,Who used the tripod the most on DAY6?,"[""Lucia"", ""Jake"", ""Tasha"", ""Katrina"", ""Alice""]",Jake,"[""DAY6 16:39:01 - 16:39:02, Jake: I am holding a tripod with my right hand."", ""DAY6 17:16:23 - 17:16:26, Jake: I am now picking up a tripod."", ""DAY6 17:16:27 - 17:16:27, Jake: I opened the tripod."", ""DAY6 17:16:32 - 17:16:34, Jake: The right hand is turning one leg of the tripod."", ""DAY6 17:16:36 - 17:16:38, Jake: I am loosening the legs of the tripod."", ""DAY6 17:16:41 - 17:16:44, Jake: I am currently turning the legs of another tripod."", ""DAY6 17:16:48 - 17:16:51, Jake: I extended the legs of a tripod."", ""DAY6 17:16:51 - 17:16:53, Jake: Then I adjusted the overall position of the tripod."", ""DAY6 17:16:52 - 17:16:53, Lucia: Jake is adjusting the tripod."", ""DAY6 17:16:53 - 17:16:56, Jake: I am now rotating the left leg of the tripod with my left hand."", ""DAY6 17:16:56 - 17:16:59, Jake: I secured the legs of this tripod tightly."", ""DAY6 17:16:57 - 17:17:00, Lucia: Jake continues to debug the tripod."", ""DAY6 17:17:15 - 17:17:17, Jake: I am rotating the legs of the tripod."", ""DAY6 17:17:26 - 17:17:27, Jake: I looked at the tripod."", ""DAY6 17:17:27 - 17:17:29, Jake: I have now placed the tripod on the ground."", ""DAY6 17:17:30 - 17:17:33, Jake: I turned the right leg of the tripod."", ""DAY6 17:17:36 - 17:17:38, Jake: I fixed the legs of the tripod."", ""DAY6 17:17:41 - 17:17:44, Jake: I placed the tripod on the ground."", ""DAY6 17:17:44 - 17:17:46, Jake: Then the photographer picked up the tripod."", ""DAY6 17:17:50 - 17:17:53, Jake: The photographer is looking at the top of this tripod."", ""DAY6 17:18:30 - 17:18:33, Jake: The photographer is setting up the camera on the tripod."", ""DAY6 17:18:33 - 17:18:37, Alice: The photographer is adjusting his tripod.""]"
1675,environmental_interaction,environmental_interaction,How many people used tripod on DAY1?,"[""5"", ""2"", ""4"", ""3"", ""1""]",2,"[""DAY1 11:10:19 - 11:10:21, Jake: I walked up to the small tripod."", ""DAY1 11:10:44 - 11:10:45, Jake: I am holding a small tripod in my right hand to hold a meeting for everyone."", ""DAY1 11:10:48 - 11:10:49, Jake: I am rubbing the small tripod with both hands."", ""DAY1 11:10:49 - 11:10:50, Jake: I took a shot of the small tripod."", ""DAY1 11:10:51 - 11:10:53, Jake: I hold the small tripod and move forward."", ""DAY1 11:12:12 - 11:12:13, Jake: I am holding a small tripod with my other hand."", ""DAY1 11:12:13 - 11:12:14, Jake: I took away the small tripod."", ""DAY1 11:15:06 - 11:15:08, Jake: I am holding the small tripod with my right hand."", ""DAY1 11:15:08 - 11:15:10, Jake: I took the small tripod back."", ""DAY1 11:15:11 - 11:15:12, Jake: Put the small tripod in front."", ""DAY1 11:15:16 - 11:15:17, Jake: I am holding the small tripod with my right hand."", ""DAY1 11:15:20 - 11:15:21, Jake: I took a step back with the small tripod."", ""DAY1 11:15:28 - 11:15:29, Jake: I moved the small tripod to the left."", ""DAY1 11:15:45 - 11:15:46, Jake: I hold the small tripod."", ""DAY1 11:15:56 - 11:15:58, Jake: I walked forward with my left hand supporting the small tripod."", ""DAY1 13:55:33 - 13:55:35, Alice: After I picked up the tripod,""]"
1676,environmental_interaction,environmental_interaction,How many people used the tripod on DAY5?,"[""1"", ""0"", ""4"", ""2"", ""3""]",1,"[""DAY5 15:26:13 - 15:26:16, Katrina: Shure brought a tripod from the entrance and walked towards the kitchen."", ""DAY5 15:26:18 - 15:26:22, Katrina: Shure also walked into the living room with the tripod."", ""DAY5 15:26:32 - 15:26:33, Katrina: Shure walked towards the kitchen with the tripod."", ""DAY5 15:26:33 - 15:26:35, Katrina: Shure is walking back and forth in the kitchen with a tripod."", ""DAY5 15:26:43 - 15:26:44, Katrina: Shure is walking back and forth with the tripod."", ""DAY5 15:26:47 - 15:26:53, Katrina: Shure is standing in the kitchen playing with a tripod."", ""DAY5 15:27:13 - 15:27:15, Katrina: Playing with a tripod."", ""DAY5 15:27:30 - 15:27:32, Katrina: Shure put the tripod aside.""]"
1677,environmental_interaction,environmental_interaction,When was tripod used the most on DAY6?,"[""5:15 PM to 5:20 PM"", ""4:05 PM to 4:10 PM"", ""4:35 PM to 4:40 PM"", ""6:00 PM to 6:05 PM"", ""6:30 PM to 6:35 PM""]",5:15 PM to 5:20 PM,"[""DAY6 16:39:01 - 16:39:02, Jake: I am holding a tripod with my right hand."", ""DAY6 17:16:23 - 17:16:26, Jake: I am now picking up a tripod."", ""DAY6 17:16:27 - 17:16:27, Jake: I opened the tripod."", ""DAY6 17:16:32 - 17:16:34, Jake: The right hand is turning one leg of the tripod."", ""DAY6 17:16:36 - 17:16:38, Jake: I am loosening the legs of the tripod."", ""DAY6 17:16:41 - 17:16:44, Jake: I am currently turning the legs of another tripod."", ""DAY6 17:16:48 - 17:16:51, Jake: I extended the legs of a tripod."", ""DAY6 17:16:51 - 17:16:53, Jake: Then I adjusted the overall position of the tripod."", ""DAY6 17:16:52 - 17:16:53, Lucia: Jake is adjusting the tripod."", ""DAY6 17:16:53 - 17:16:56, Jake: I am now rotating the left leg of the tripod with my left hand."", ""DAY6 17:16:56 - 17:16:59, Jake: I secured the legs of this tripod tightly."", ""DAY6 17:16:57 - 17:17:00, Lucia: Jake continues to debug the tripod."", ""DAY6 17:17:15 - 17:17:17, Jake: I am rotating the legs of the tripod."", ""DAY6 17:17:26 - 17:17:27, Jake: I looked at the tripod."", ""DAY6 17:17:27 - 17:17:29, Jake: I have now placed the tripod on the ground."", ""DAY6 17:17:30 - 17:17:33, Jake: I turned the right leg of the tripod."", ""DAY6 17:17:36 - 17:17:38, Jake: I fixed the legs of the tripod."", ""DAY6 17:17:41 - 17:17:44, Jake: I placed the tripod on the ground."", ""DAY6 17:17:44 - 17:17:46, Jake: Then the photographer picked up the tripod."", ""DAY6 17:17:50 - 17:17:53, Jake: The photographer is looking at the top of this tripod."", ""DAY6 17:18:30 - 17:18:33, Jake: The photographer is setting up the camera on the tripod."", ""DAY6 17:18:33 - 17:18:37, Alice: The photographer is adjusting his tripod.""]"
